"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",185,0,68,59,58
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",549,0,200,181,168
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",171,0,63,53,55
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",102,0,63,39,0
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",130,0,64,44,22
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Business Systems",106,0,58,48,0
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",481,0,194,171,116
7228,"SRI ESHWAR COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer and Communication Engineering",154,0,65,44,45
7236,"Pollachi institute of engineering and technology, pollachi","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",22,2,8,12,0
7236,"Pollachi institute of engineering and technology, pollachi","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",189,48,63,43,35
7236,"Pollachi institute of engineering and technology, pollachi","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",122,15,39,33,35
7236,"Pollachi institute of engineering and technology, pollachi","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",44,2,11,22,9
7236,"Pollachi institute of engineering and technology, pollachi","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",87,16,30,24,17
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",153,95,58,0,0
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",120,28,36,32,24
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",53,5,15,19,14
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Agriculture Engineering",65,27,38,0,0
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",444,173,121,67,83
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",188,63,56,36,33
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",94,21,19,22,32
7237,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",181,63,56,31,31
7238,"SASI CREATIVE SCHOOL OF ARCHITECTURE",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",168,47,27,34,60
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechatronics Engineering",13,0,0,9,4
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,,1,0,1,0,0
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",29,1,7,11,10
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",151,40,57,54,0
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",64,9,55,0,0
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",174,54,57,54,9
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",71,3,16,33,19
7239,"Arjun College of Technology , Coimbatore ","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",60,5,20,26,9
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Food Technology",126,25,31,38,32
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",18,0,0,5,13
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",5,0,0,0,5
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",133,51,40,23,19
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Robotics and Automation Engineering",68,36,19,13,0
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",98,51,47,0,0
7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Biomedical Engineering",184,46,42,53,43
7243,"HINDUSTHAN SCHOOL OF ARCHITECTURE",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",146,40,31,36,39
7244,"Nehru School of Architecture",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",50,9,6,11,24
7245,"San Academy of Architecture",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",78,0,14,24,40
7245,"San Academy of Architecture",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"CIVIL ENGINEERING (ARCHITECTURE) (FULL TIME)",1,0,0,0,1
7246,"Rathinam School of Architecture",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",75,0,16,28,31
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Automobile Engineering",207,0,51,60,96
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",131,0,45,37,49
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",343,0,128,104,111
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",351,0,129,100,122
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",62,0,62,0,0
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",385,0,129,127,129
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",366,0,128,112,126
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",380,0,130,122,128
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and instrumentation engineering",144,0,65,32,47
7276,"Dr.Mahalingam College of Engineering and Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechatronics Engineering",109,0,0,45,64
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",811,0,239,242,330
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",252,0,126,126,0
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",1137,0,389,370,378
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Computer Science and Business System",357,0,125,108,124
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",1167,0,389,402,376
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",328,0,93,123,112
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechatronics Engineering",707,0,249,212,246
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",955,0,222,378,355
7277,"Sri Krishna college of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",1110,0,371,364,375
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",389,0,162,96,131
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",61,0,61,0,0
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Instrumentation and Control Engineering",108,0,38,34,36
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",498,0,180,152,166
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",337,0,89,93,155
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",359,0,122,121,116
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",128,0,34,47,47
7278,"SRI KRISHNA COLLEGE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",543,0,184,177,182
7301,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",ERODE,"Zone XI : Erode",3,"B.E Computer Science and Engineering",10,0,3,5,2
7301,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",ERODE,"Zone XI : Erode",3,"B.E Electrical and Electronics Engineering",47,1,21,15,10
7301,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",ERODE,"Zone XI : Erode",3,"B.E Mechanical Engineering",48,2,25,14,7
7301,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",ERODE,"Zone XI : Erode",3,"B.E Electronics and Communication Engineering",15,3,8,4,0
7301,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",ERODE,"Zone XI : Erode",3,"B.E Civil Engineering",18,1,8,8,1
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Computer Science and Engineering",222,60,68,64,30
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Artificial Intelligence and Data Science",28,28,0,0,0
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Information Technology",88,26,31,31,0
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electrical and Electronics Engineering",95,12,33,31,19
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Mechatronics Engineering",1,0,1,0,0
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Civil Engineering",81,0,32,33,16
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Mechanical Engineering",152,8,69,55,20
7302,"Al ameen Engineering College (Autonomous)","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electronics and Communication Engineering",111,25,35,32,19
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.E Electronics and Communication Engineering",196,60,65,25,46
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.E Civil Engineering",160,44,51,24,41
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.Tech Artificial Intelligence and Data Science",60,29,31,0,0
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.E Electrical and Electronics Engineering",171,60,63,22,26
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.E Mechanical Engineering",147,42,57,27,21
7303,"Builders Engineering College","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUPPUR,"Zone XI : Erode",3,"B.E Computer Science and Engineering",220,60,62,47,51
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Chemical Engineering",1,1,0,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Mechanical Engineering (Tamil Medium)",68,41,27,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Robotics and Automation Engineering",126,32,52,42,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"BIOMEDICAL ENGINEERING",147,0,43,61,43
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Agriculture Engineering",146,69,47,30,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Mechanical Engineering",365,44,112,124,85
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electronics and Communication Engineering",434,124,157,100,53
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electronics and Telecommunications Engineering",1,1,0,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Computer Science and Design",63,63,0,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Chemical Engineering",455,77,129,128,121
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"AGRICULTURAL ENGINEERING (FULL TIME)",59,0,47,12,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electronics and instrumentation engineering",118,31,42,25,20
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Agriculture Engineering",1,1,0,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Civil Engineering",153,30,35,50,38
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,,2,2,0,0,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Automobile Engineering",1,0,0,1,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Electrical and Electronics Engineering",262,64,92,74,32
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Artificial Intelligence and Data Science",498,126,242,130,0
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Computer Science and Engineering",673,126,287,140,120
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.Tech Information Technology",427,127,119,131,50
7304,"ERODE SENGUNTHAR ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",ERODE,,,"B.E Biomedical Engineering",214,64,44,64,42
7306,"EXCEL COLLEGE OF ARCHITECTURE AND PLANNING",Architecture,"ANNA UNIVERSITY",NAMAKKAL,"Zone XI : Erode",3,"B.Arch Architecture",88,0,10,30,48
7307,"Excel college of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",NAMAKKAL,"Zone XI : Erode",3,"B.Tech Petrochemical Technology",77,0,0,23,54
7307,"Excel college of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",NAMAKKAL,"Zone XI : Erode",3,"B.Tech Chemical Engineering",22,0,0,0,22
7307,"Excel college of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",NAMAKKAL,"Zone XI : Erode",3,"B.E Electrical and Electronics Engineering",66,0,0,35,31
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Biotechnology",1,1,0,0,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Computer Science and Business System",74,52,22,0,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Information Technology",400,177,118,58,47
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Mechanical Engineering",333,65,89,98,81
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Computer Science and Business Systems",1,1,0,0,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Artificial Intelligence and Data Science",237,119,67,51,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Electrical and Electronics Engineering",80,55,25,0,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Safety and Fire Engineering",53,18,15,20,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Agriculture Engineering",218,48,61,57,52
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Biomedical Engineering",362,63,109,149,41
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Petrochemical Technology",42,13,29,0,0
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Aerospace Engineering",1,0,0,0,1
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.Tech Food Technology",175,58,58,29,30
7309,"EXCEL ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",NAMAKKAL,,,"B.E Computer and Communication Engineering",1,1,0,0,0
