"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",219,0,65,74,80
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"ELECTRICAL AND ELECTRONICS ENGINEERING(SANDWICH)",17,0,14,1,2
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,,2,0,0,2,0
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",412,0,134,138,140
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"BIOMEDICAL ENGINEERING",1,0,1,0,0
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"TEXTILE TECHNOLOGY (FULL TIME)",1,0,0,0,1
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"COMPUTER SCIENCE AND ENGINEERING (FULL TIME)",1,0,0,1,0
7180,"P.S.G. COLLEGE OF TECHNOLOGY","Govt. Aided","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME)",1,0,0,1,0
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",563,0,186,191,186
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Biomedical Engineering",150,0,52,47,51
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",356,0,91,130,135
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Robotics and Automation Engineering",185,0,61,60,64
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",123,0,61,62,0
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",328,0,93,127,108
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",585,0,193,192,200
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and instrumentation engineering",177,0,62,63,52
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",384,0,127,130,127
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",155,0,37,64,54
7181,"SRI RAMAKRISHNA ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Aeronautical Engineering",95,0,26,29,40
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",65,13,6,31,15
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",30,30,0,0,0
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",180,63,56,38,23
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechatronics Engineering",98,30,20,17,31
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",6,0,0,0,6
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",71,10,12,22,27
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",222,63,71,45,43
7203,"Akshaya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",30,30,0,0,0
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",66,1,7,28,30
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",50,1,1,28,20
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business Systems",2,2,0,0,0
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",82,34,8,29,11
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",205,57,53,57,38
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",98,16,11,31,40
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",50,50,0,0,0
7204,"CMS College of Engineeering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",16,16,0,0,0
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",118,46,52,20,0
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Petroleum Engineering",39,0,12,16,11
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",100,61,25,8,6
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",156,59,55,24,18
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Agriculture Engineering",87,52,35,0,0
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering (CyberSecurity)",43,43,0,0,0
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",5,0,0,0,5
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Agriculture Engineering",28,0,0,28,0
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",2,0,0,0,2
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",90,53,26,4,7
7205,"EASA College of Engg and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",74,18,18,19,19
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechatronics Engineering",409,119,94,120,76
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Automobile Engineering",205,38,65,64,38
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Food Technology",228,61,44,65,58
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Biomedical Engineering",223,63,48,53,59
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",546,99,112,185,150
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Agriculture Engineering",54,54,0,0,0
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",565,126,136,162,141
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Machine Learning",191,63,63,65,0
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and instrumentation engineering",142,31,33,45,33
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",262,63,62,67,70
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",262,58,70,65,69
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Aeronautical Engineering",281,63,63,79,76
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Agriculture Engineering",180,0,61,65,54
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",493,119,134,133,107
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",768,186,199,207,176
7207,"HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Chemical Engineering",243,58,65,63,57
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Information Technology",237,0,68,66,103
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Artificial Intelligence and Data Science",64,0,64,0,0
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",211,1,60,86,64
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",379,1,119,135,124
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Aeronautical Engineering",161,0,60,50,51
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,,24,0,24,0,0
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",350,0,128,118,104
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.Tech Pharmaceutical Technology",82,0,31,32,19
7208,"Hindusthan Institute of Technology","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Automobile Engineering",12,0,0,0,12
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Biotechnology and Biochemical Engineering",86,30,45,11,0
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",343,104,123,63,53
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",105,19,44,26,16
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",115,22,31,32,30
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",82,35,30,8,9
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Automobile Engineering",2,0,0,0,2
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",65,14,17,20,14
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",138,77,61,0,0
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Food Technology",202,59,50,48,45
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",129,48,59,22,0
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Petrochemical Engineering",181,31,35,34,81
7209,"JCT College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Petroleum Engineering",106,19,30,26,31
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",194,63,59,62,10
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Agriculture Engineering",41,39,2,0,0
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Aeronautical Engineering",159,60,44,31,24
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",30,30,0,0,0
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Agriculture Engineering",105,0,37,50,18
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",98,12,45,33,8
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Food Technology",115,50,36,29,0
7210,"Nehru Institute of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,,1,1,0,0,0
7211,"STUDY WORLD COLLEGE OF ENGINEERING, COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",136,14,64,58,0
7211,"STUDY WORLD COLLEGE OF ENGINEERING, COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",60,14,34,12,0
7211,"STUDY WORLD COLLEGE OF ENGINEERING, COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",99,29,62,8,0
7211,"STUDY WORLD COLLEGE OF ENGINEERING, COIMBATORE","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",162,55,66,41,0
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",198,52,61,61,24
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",197,63,67,67,0
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",404,124,125,96,59
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",173,64,65,32,12
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",251,63,67,68,53
7212,"KARPAGAM INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",249,63,67,64,55
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Aeronautical Engineering",428,120,103,106,99
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",232,45,87,69,31
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",60,60,0,0,0
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",255,94,76,52,33
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechatronics Engineering",151,60,33,33,25
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",247,63,63,66,55
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",163,63,62,38,0
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",193,63,66,64,0
7214,"NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",137,62,42,24,9
7217,"P A COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Mechanical Engineering",138,0,36,59,43
7217,"P A COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Computer Science and Engineering",271,0,58,117,96
7217,"P A COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electrical and Electronics Engineering",103,0,38,40,25
7217,"P A COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Electronics and Communication Engineering",201,0,80,56,65
7217,"P A COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",COIMBATORE,,,"B.E Civil Engineering",49,0,1,24,24
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Information Technology",156,0,65,64,27
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",121,0,61,60,0
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",69,0,31,31,7
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,,2,0,1,1,0
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Biomedical Engineering",125,0,58,57,10
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Agriculture Engineering",52,0,31,21,0
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Biotechnology",47,0,25,22,0
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering (Tamil Medium)",36,0,36,0,0
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",163,0,65,67,31
7218,"RATHINAM TECHNICAL CAMPUS","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",73,0,29,29,15
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Artificial Intelligence and Data Science",325,126,138,61,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering",317,126,64,62,65
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME)",6,0,6,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"MECHANICAL ENGINEERING (FULL TIME)",3,0,3,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Agriculture Engineering",62,62,0,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Computer Science and Business System",32,0,0,32,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Civil Engineering",195,54,63,44,34
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Agriculture Engineering",62,0,62,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Tech Food Technology",236,61,62,62,51
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Biomedical Engineering",247,64,63,62,58
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,,23,0,23,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Computer Science and Engineering (CyberSecurity)",63,63,0,0,0
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electronics and Communication Engineering",306,94,100,49,63
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Mechanical Engineering",267,61,74,66,66
7219,"DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.E Electrical and Electronics Engineering",221,63,60,46,52
7221,"SVS School of Architecture",Architecture,"ANNA UNIVERSITY",COIMBATORE,"Zone X : Coimbatore - II",3,"B.Arch Architecture",49,0,0,0,49
